UID,年齡,行業別,教育程度,是否以信用支付,有無逛過我們的網頁,聯絡有回應,日,月份,全部活動跟該客戶連絡次數,距離上次有多久時日沒被聯絡,前一次行銷活動的銷售結果,買A商品,過往滿意程度
U15558,43,科技,大學,否,是,否,18,nov,5,127,失敗,0,3
U28671,49,老闆,大學,否,是,否,18,nov,1,-1,未知,0,3
U4045,41,工程,大學,否,是,否,18,nov,1,-1,未知,1,3
U14392,34,管理,研究所,否,是,否,18,nov,1,182,其他,1,3
U21507,48,服務業,大學,否,是,否,18,nov,1,168,失敗,0,3
U30174,53,科技,高中,否,否,否,18,nov,1,-1,未知,0,3
U16088,42,藍領,大學,否,是,否,18,nov,1,172,失敗,0,3
U16827,31,老闆,大學,否,是,否,18,nov,1,-1,未知,0,3
U38862,34,科技,大學,否,是,否,18,nov,1,-1,未知,1,3
U23357,35,失業,大學,否,是,否,18,nov,2,-1,未知,0,3
U4678,59,工程,大學,否,否,是,18,nov,2,182,失敗,0,3
U17346,34,管理,研究所,否,是,是,18,nov,1,-1,未知,0,3
U24068,40,服務業,大學,否,否,是,18,nov,1,138,失敗,0,3
U2815,41,科技,大學,否,否,否,18,nov,1,-1,未知,0,3
U17220,59,藍領,高中,否,是,是,18,nov,2,182,失敗,0,3
U5896,36,管理,研究所,否,否,是,18,nov,1,96,失敗,0,3
U11468,35,藍領,大學,否,是,否,18,nov,2,-1,未知,0,3
U44574,59,工程,高中,否,否,否,18,nov,1,-1,未知,0,3
U20554,56,管理,研究所,否,否,是,18,nov,1,-1,未知,0,3
U37204,51,藍領,高中,否,是,否,18,nov,1,186,失敗,0,3
U813,33,藍領,高中,否,是,是,19,nov,1,-1,未知,0,3
U4969,45,藍領,大學,否,否,是,18,nov,1,127,失敗,0,3
U35195,42,管理,研究所,否,是,否,18,nov,2,-1,未知,0,3
U1472,30,管理,研究所,否,否,否,18,nov,5,-1,未知,0,3
U24192,32,工程,研究所,否,是,是,18,nov,1,-1,未知,0,3
U32110,38,工程,高中以下,否,否,否,18,nov,1,-1,未知,0,3
U15640,44,工程,大學,否,否,否,18,nov,2,-1,未知,0,3
U40466,38,管理,研究所,否,是,否,18,nov,1,182,失敗,0,3
U27152,37,藍領,高中,否,否,否,18,nov,2,-1,未知,0,3
U38104,39,科技,大學,否,是,否,18,nov,1,-1,未知,1,3
U5014,37,管理,大學,否,否,否,18,nov,1,-1,未知,0,3
U20706,49,管理,研究所,是,否,否,18,nov,3,-1,未知,0,3
U19390,51,管理,高中,否,否,否,18,nov,2,-1,未知,0,3
U23843,57,失業,大學,否,否,否,18,nov,1,-1,未知,0,3
U25562,31,科技,大學,否,否,否,18,nov,1,-1,未知,0,3
U44014,37,服務業,大學,否,是,否,18,nov,1,-1,未知,0,3
U20109,46,失業,大學,否,否,否,18,nov,1,-1,未知,0,3
U26149,35,老闆,大學,否,否,否,18,nov,1,-1,未知,0,3
U17421,49,管理,研究所,否,是,否,18,nov,1,-1,未知,1,3
U37039,30,科技,大學,是,否,是,18,nov,1,96,失敗,0,3
U19647,53,藍領,高中,否,是,否,18,nov,1,-1,未知,0,3
U37509,35,科技,大學,否,是,否,18,nov,1,190,失敗,0,3
U23907,40,科技,大學,否,是,否,18,nov,1,-1,未知,0,3
U24961,52,SOHO,研究所,否,是,否,18,nov,1,-1,未知,0,3
U40437,40,管理,研究所,否,否,否,18,nov,1,-1,未知,0,3
U7996,34,科技,研究所,否,是,否,18,nov,1,-1,未知,0,3
U11054,42,管理,研究所,是,是,是,18,nov,1,-1,未知,0,3
U4725,52,工程,研究所,否,是,是,18,nov,1,-1,未知,0,3
U28123,32,工程,大學,否,是,否,18,nov,1,-1,未知,0,3
U38566,39,老闆,大學,否,是,否,18,nov,1,181,失敗,0,3
U42784,39,SOHO,研究所,否,是,否,18,nov,1,181,失敗,0,3
U20447,34,老闆,研究所,否,否,否,18,nov,1,-1,未知,0,3
U19934,31,管理,研究所,否,是,否,18,nov,1,-1,未知,0,3
U9447,58,SOHO,研究所,否,否,否,18,nov,2,-1,未知,0,3
U4660,48,科技,研究所,否,否,是,18,nov,1,-1,未知,0,3
U6473,50,服務業,高中,否,否,否,18,nov,1,-1,未知,0,3
U26375,41,管理,研究所,否,是,否,18,nov,3,-1,未知,1,3
U6033,55,退休,高中,否,是,否,18,nov,1,-1,未知,0,3
U19760,57,退休,研究所,否,否,否,18,nov,1,-1,未知,0,3
U16978,46,管理,大學,否,否,否,18,nov,1,-1,未知,1,3
U6940,43,管理,大學,否,是,否,18,nov,1,-1,未知,0,3
U34576,40,藍領,大學,否,否,否,18,nov,1,-1,未知,0,3
U15693,31,服務業,大學,否,是,否,18,nov,1,182,失敗,0,3
U11267,50,工程,研究所,否,否,否,18,nov,1,-1,未知,0,3
U12715,51,科技,研究所,否,否,否,18,nov,1,-1,未知,0,3
U8252,37,失業,研究所,否,是,否,18,nov,1,172,失敗,0,3
U10329,50,科技,大學,否,是,是,18,nov,1,175,失敗,0,3
U32668,39,管理,研究所,否,是,否,18,nov,1,126,失敗,0,3
U845,47,藍領,大學,否,是,否,18,nov,1,187,失敗,0,3
U25365,47,老闆,大學,否,是,是,18,nov,1,188,失敗,0,3
U29553,39,科技,研究所,否,是,否,18,nov,2,-1,未知,0,3
U22161,58,退休,大學,否,否,否,18,nov,1,-1,未知,0,3
U33042,37,藍領,大學,否,是,否,18,nov,1,-1,未知,0,3
U12725,35,藍領,高中,否,是,否,18,nov,1,-1,未知,0,3
U10001,32,管理,研究所,否,是,是,18,nov,1,-1,未知,0,3
U42765,36,管理,研究所,否,是,否,18,nov,1,-1,未知,0,3
U44164,49,工程,高中,否,否,否,18,nov,1,-1,未知,1,3
U30962,37,SOHO,研究所,是,是,是,18,nov,1,-1,未知,0,3
U19679,30,老闆,研究所,否,否,否,18,nov,1,-1,未知,0,3
U21289,31,科技,研究所,否,否,是,18,nov,1,127,其他,1,3
U20860,41,管理,研究所,否,是,否,18,nov,2,-1,未知,0,3
U6699,52,失業,大學,否,否,是,18,nov,1,-1,未知,0,3
U22146,44,管理,研究所,否,否,否,18,nov,2,-1,未知,0,3
U11986,43,科技,大學,是,是,否,18,nov,1,110,失敗,0,3
U3304,34,老闆,大學,否,否,是,18,nov,1,173,失敗,0,3
U30893,31,失業,大學,否,否,否,18,nov,1,-1,未知,0,3
U40796,56,管理,高中,否,否,是,18,nov,1,-1,未知,0,3
U3967,36,老闆,大學,否,是,否,18,nov,1,137,其他,0,3
U33943,51,工程,高中,否,否,否,18,nov,1,-1,未知,0,3
U15401,51,科技,大學,否,是,否,18,nov,1,-1,未知,0,3
U32750,44,管理,高中,否,是,否,18,nov,1,124,失敗,0,3
U5382,45,科技,大學,否,是,否,18,nov,1,110,其他,0,3
U16503,49,工程,研究所,否,是,是,18,nov,1,-1,未知,0,3
U24246,36,藍領,大學,否,是,否,18,nov,1,-1,未知,0,3
U30172,58,管理,高中,否,否,否,18,nov,1,-1,未知,0,3
U38349,45,失業,大學,否,是,是,18,nov,1,-1,未知,0,3
U26383,35,老闆,大學,是,是,是,18,nov,1,-1,未知,0,3
U6553,36,管理,研究所,否,是,否,18,nov,1,175,失敗,0,3
U28321,33,藍領,大學,否,是,否,18,nov,1,127,失敗,0,3
U30658,36,管理,研究所,否,是,否,18,nov,1,-1,未知,0,3
U24458,35,管理,研究所,否,否,否,18,nov,1,120,其他,0,3
U36922,38,藍領,高中,否,是,否,17,nov,2,193,失敗,0,3
U35181,30,科技,大學,否,是,否,17,nov,3,-1,未知,0,3
U32274,43,藍領,大學,否,是,否,17,nov,2,-1,未知,0,3
U22392,57,藍領,大學,否,是,否,17,nov,1,-1,未知,1,3
U23297,34,藍領,大學,否,是,是,17,nov,1,-1,未知,1,3
U43340,31,工程,研究所,否,否,否,17,nov,1,-1,未知,0,3
U45048,58,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U4121,30,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U25381,50,工程,大學,否,是,是,17,nov,1,-1,未知,0,3
U31937,57,退休,大學,否,否,否,17,nov,2,-1,未知,0,3
U2014,40,老闆,大學,否,是,是,17,nov,1,-1,未知,0,3
U21337,39,管理,大學,否,是,否,17,nov,1,-1,未知,0,3
U36401,33,老闆,大學,否,是,否,17,nov,1,-1,未知,0,3
U21283,41,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U7464,38,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U15605,46,老闆,大學,否,否,否,17,nov,1,-1,未知,0,3
U29573,59,科技,大學,否,是,否,17,nov,1,-1,未知,0,3
U5287,44,老闆,大學,否,否,否,17,nov,1,-1,未知,0,3
U28544,57,科技,大學,否,是,否,17,nov,1,-1,未知,0,3
U39719,49,工程,大學,否,否,否,17,nov,1,-1,未知,0,3
U25977,57,老闆,高中,否,是,否,17,nov,1,-1,未知,0,3
U18229,51,科技,研究所,否,否,否,17,nov,1,-1,未知,0,3
U15818,58,工程,大學,否,是,否,17,nov,1,-1,未知,0,3
U20604,48,藍領,高中,否,否,是,17,nov,1,-1,未知,0,3
U8264,35,科技,研究所,否,是,是,17,nov,1,167,其他,0,3
U44468,49,服務業,大學,否,是,否,17,nov,1,-1,未知,0,3
U35190,54,管理,大學,是,是,否,17,nov,1,-1,未知,0,3
U32623,55,管理,大學,否,是,否,17,nov,1,-1,未知,0,3
U7438,50,管理,大學,否,否,是,17,nov,1,111,失敗,0,3
U19478,42,科技,研究所,否,是,是,17,nov,1,115,其他,0,3
U4357,43,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U27727,38,工程,大學,否,是,是,17,nov,1,-1,未知,0,3
U40022,40,科技,大學,否,否,否,17,nov,1,-1,未知,0,3
U20685,37,管理,大學,否,是,是,17,nov,1,-1,未知,1,3
U4025,45,科技,大學,否,是,否,17,nov,1,-1,未知,0,3
U33428,30,管理,大學,否,否,是,17,nov,1,-1,未知,0,3
U37073,46,管理,高中,否,是,否,17,nov,1,-1,未知,0,3
U14440,40,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U24597,52,管理,研究所,否,否,否,17,nov,2,-1,未知,0,3
U22511,53,科技,大學,否,否,否,17,nov,1,-1,未知,0,3
U33007,49,服務業,大學,否,否,否,17,nov,1,-1,未知,0,3
U20408,45,科技,大學,否,是,否,17,nov,1,132,失敗,0,3
U695,54,科技,大學,否,是,是,17,nov,1,-1,未知,0,3
U2389,49,服務業,大學,否,是,否,17,nov,1,-1,未知,0,3
U23360,39,老闆,大學,否,是,否,17,nov,1,129,失敗,0,3
U42620,39,藍領,高中,否,否,否,17,nov,1,131,失敗,0,3
U43536,54,藍領,高中,否,否,是,17,nov,1,-1,未知,0,3
U28334,57,科技,研究所,否,是,是,17,nov,1,-1,未知,0,3
U4777,37,管理,研究所,是,否,否,17,nov,1,123,失敗,0,3
U43581,42,家管,大學,否,是,是,17,nov,2,-1,未知,0,3
U24934,39,工程,研究所,否,否,否,17,nov,1,-1,未知,0,3
U21584,57,家管,大學,否,否,否,17,nov,1,-1,未知,0,3
U16486,48,科技,高中,否,否,否,17,nov,1,-1,未知,0,3
U23053,46,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U13016,39,藍領,高中,否,否,否,17,nov,1,-1,未知,0,3
U1678,49,管理,研究所,否,否,否,17,nov,1,159,成功,0,3
U34643,58,老闆,高中以下,否,是,否,17,nov,1,186,失敗,0,3
U4303,43,科技,大學,否,是,否,17,nov,1,186,失敗,0,3
U20544,48,科技,大學,否,是,是,17,nov,1,-1,未知,0,3
U10448,44,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U18845,49,科技,大學,否,是,是,17,nov,1,-1,未知,0,3
U12403,44,科技,大學,否,否,否,17,nov,1,-1,未知,1,3
U14766,37,科技,研究所,否,是,否,17,nov,1,-1,未知,0,3
U28213,49,管理,研究所,否,否,否,17,nov,1,-1,未知,0,4
U27460,47,藍領,大學,否,是,是,17,nov,1,-1,未知,0,3
U15800,58,老闆,大學,否,否,是,17,nov,1,-1,未知,0,3
U1403,54,老闆,大學,否,否,否,17,nov,1,-1,未知,0,3
U3063,46,藍領,大學,否,否,否,17,nov,1,-1,未知,0,3
U31438,50,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U17540,54,老闆,大學,否,是,否,17,nov,1,-1,未知,0,3
U16092,56,退休,大學,否,否,否,17,nov,1,-1,未知,0,3
U3328,34,家管,研究所,否,是,否,17,nov,1,164,失敗,0,3
U16784,57,老闆,大學,否,否,否,17,nov,1,-1,未知,0,3
U18147,54,老闆,大學,否,是,是,17,nov,1,-1,未知,0,3
U4652,48,管理,研究所,否,否,否,17,nov,1,111,失敗,0,3
U15583,45,科技,大學,否,是,是,17,nov,1,-1,未知,0,3
U25905,51,服務業,大學,否,是,否,17,nov,1,-1,未知,0,3
U33277,56,管理,高中,否,是,否,17,nov,1,-1,未知,0,3
U33241,59,管理,研究所,否,否,否,17,nov,2,110,失敗,0,3
U27731,49,老闆,大學,否,是,否,17,nov,2,-1,未知,0,3
U43430,52,老闆,大學,否,否,是,17,nov,1,-1,未知,0,3
U26840,53,服務業,大學,否,否,否,17,nov,1,115,失敗,0,3
U27215,42,SOHO,大學,否,否,否,17,nov,2,-1,未知,0,3
U15023,53,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U26768,54,管理,研究所,否,否,否,17,nov,1,-1,未知,0,4
U2359,56,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U34751,46,管理,研究所,否,否,是,17,nov,1,152,失敗,0,3
U34070,52,退休,大學,否,否,是,17,nov,1,115,失敗,0,3
U3788,41,失業,研究所,否,是,否,17,nov,1,-1,未知,0,3
U16870,40,科技,研究所,否,是,否,17,nov,1,-1,未知,0,3
U899,51,藍領,大學,否,是,是,17,nov,2,-1,未知,0,3
U44432,47,管理,研究所,否,否,否,17,nov,2,-1,未知,1,3
U39480,40,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U40599,52,服務業,研究所,否,是,否,17,nov,1,-1,未知,0,3
U11120,59,老闆,高中以下,否,否,是,17,nov,1,-1,未知,0,3
U11778,41,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U27806,46,藍領,大學,否,是,否,17,nov,1,-1,未知,0,3
U24879,52,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U11187,42,科技,大學,否,是,是,17,nov,1,-1,未知,0,3
U27680,33,科技,研究所,否,是,否,17,nov,1,-1,未知,0,3
U25736,47,藍領,大學,否,是,是,17,nov,1,-1,未知,0,3
U15519,51,老闆,大學,否,是,否,17,nov,1,-1,未知,0,3
U32802,56,退休,大學,否,是,是,17,nov,1,172,失敗,0,3
U21477,51,工程,研究所,否,否,否,17,nov,1,111,失敗,0,3
U18956,55,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U20326,40,服務業,大學,否,是,否,17,nov,1,-1,未知,0,3
U3399,50,科技,大學,否,是,否,17,nov,1,123,失敗,0,3
U4802,48,科技,大學,否,是,是,17,nov,2,-1,未知,0,3
U9823,54,藍領,高中,否,否,是,17,nov,1,-1,未知,0,3
U39009,43,服務業,大學,否,是,否,17,nov,1,-1,未知,0,3
U29580,41,工程,研究所,否,是,否,17,nov,1,-1,未知,0,3
U36375,54,藍領,大學,否,否,否,17,nov,1,-1,未知,0,3
U14336,58,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U20094,50,工程,研究所,否,是,否,17,nov,1,-1,未知,0,3
U16780,45,科技,大學,否,是,否,17,nov,1,116,失敗,0,3
U9380,46,科技,研究所,否,否,否,17,nov,1,-1,未知,0,3
U10916,49,老闆,大學,否,是,是,17,nov,1,-1,未知,0,3
U38008,40,服務業,大學,否,是,是,17,nov,2,173,失敗,0,3
U21445,30,管理,研究所,否,是,否,17,nov,1,123,失敗,0,3
U2602,50,管理,研究所,否,是,是,17,nov,3,-1,未知,0,3
U18455,58,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U17452,39,管理,研究所,否,是,否,17,nov,1,178,其他,0,3
U12238,36,管理,研究所,否,是,否,17,nov,1,166,失敗,0,3
U39110,34,學生,高中以下,否,否,否,17,nov,2,-1,未知,0,3
U4069,42,科技,大學,否,否,否,17,nov,2,-1,未知,0,3
U15397,58,退休,大學,否,否,否,17,nov,2,96,失敗,0,3
U26715,57,老闆,大學,否,是,否,17,nov,1,-1,未知,0,3
U1276,48,老闆,大學,否,是,否,17,nov,1,164,成功,0,3
U10167,38,管理,研究所,否,否,否,10,nov,1,-1,未知,0,3
U33536,31,管理,研究所,否,是,是,10,nov,1,-1,未知,0,3
U11534,33,失業,大學,否,是,否,10,nov,1,174,失敗,0,3
U17106,43,老闆,大學,否,否,否,10,nov,1,-1,未知,1,3
U42132,40,管理,大學,否,否,否,10,nov,1,-1,未知,0,3
U3473,48,管理,研究所,否,否,否,10,nov,1,-1,未知,1,3
U20458,47,科技,大學,否,否,否,11,nov,1,-1,未知,0,3
U45089,31,科技,大學,否,是,否,11,nov,1,-1,未知,0,3
U14897,33,失業,大學,否,否,否,11,nov,1,-1,未知,0,3
U37397,34,管理,研究所,否,否,否,11,nov,1,-1,未知,1,3
U36184,28,SOHO,研究所,否,否,否,11,nov,1,-1,未知,1,3
U22319,34,老闆,研究所,否,是,否,12,nov,1,170,失敗,1,3
U13487,47,藍領,大學,否,是,否,12,nov,1,-1,未知,1,3
U40207,22,科技,大學,否,否,是,12,nov,1,-1,未知,0,3
U27917,37,科技,大學,否,是,是,12,nov,1,-1,未知,0,3
U18152,26,管理,研究所,否,否,是,12,nov,1,-1,未知,0,3
U11555,30,老闆,大學,否,是,否,12,nov,1,167,成功,0,3
U26719,43,藍領,高中,否,否,否,13,nov,1,-1,未知,0,3
U40233,33,老闆,大學,否,否,否,13,nov,1,-1,未知,0,3
U36058,40,藍領,大學,否,是,是,13,nov,1,-1,未知,0,3
U38651,59,家管,研究所,否,否,否,13,nov,1,-1,未知,1,3
U29419,30,管理,研究所,否,是,否,13,nov,1,174,失敗,0,3
U44200,32,管理,研究所,否,是,否,13,nov,1,-1,未知,0,3
U23176,32,藍領,研究所,否,否,否,13,nov,1,-1,未知,1,3
U19472,31,工程,大學,否,否,否,13,nov,1,-1,未知,1,3
U36080,49,老闆,大學,否,是,否,13,nov,1,-1,未知,1,3
U30574,46,未知,高中以下,否,否,否,13,nov,1,-1,未知,0,3
U18725,59,科技,研究所,否,是,否,10,nov,1,-1,未知,0,3
U35954,27,學生,大學,否,否,否,14,nov,1,-1,未知,1,3
U10976,23,老闆,大學,否,否,否,10,nov,1,-1,未知,0,3
U27624,38,管理,研究所,否,是,否,9,nov,1,-1,未知,0,3
U10205,34,科技,大學,否,否,否,4,nov,1,-1,未知,0,3
U44789,41,服務業,大學,否,是,是,4,nov,1,-1,未知,0,3
U14672,60,管理,研究所,否,否,否,4,nov,1,-1,未知,1,3
U9851,28,管理,研究所,否,否,是,4,nov,1,-1,未知,0,3
U26694,26,科技,研究所,否,否,是,4,nov,1,140,其他,0,3
U29165,34,工程,研究所,否,是,否,4,nov,1,-1,未知,0,3
U755,56,科技,大學,否,是,否,4,nov,1,-1,未知,1,3
U29786,34,管理,研究所,否,是,否,5,nov,1,-1,未知,0,3
U20957,50,老闆,大學,否,否,是,5,nov,1,-1,未知,1,3
U16143,51,老闆,大學,否,否,否,5,nov,1,176,失敗,0,3
U7737,26,管理,研究所,否,是,否,5,nov,1,-1,未知,0,3
U32231,31,管理,研究所,否,否,否,5,nov,1,-1,未知,1,3
U42187,37,服務業,大學,否,是,否,5,nov,1,-1,未知,1,3
U4547,44,SOHO,大學,否,否,否,5,nov,1,-1,未知,1,3
U38946,59,退休,大學,否,否,否,5,nov,1,-1,未知,1,3
U17053,43,服務業,大學,否,是,是,5,nov,1,-1,未知,0,3
U756,49,管理,大學,否,否,否,6,nov,1,-1,未知,1,3
U5580,48,管理,研究所,否,否,否,6,nov,1,-1,未知,0,3
U8617,34,管理,研究所,否,是,否,6,nov,1,101,其他,0,3
U32702,30,管理,研究所,否,是,否,6,nov,1,-1,未知,1,3
U25476,36,老闆,大學,否,是,否,6,nov,1,-1,未知,0,3
U24478,31,科技,研究所,否,否,否,8,nov,1,-1,未知,1,3
U36333,28,失業,研究所,否,否,否,8,nov,1,-1,未知,0,3
U29400,29,管理,研究所,否,是,否,8,nov,1,-1,未知,1,3
U540,33,管理,研究所,否,否,否,8,nov,1,-1,未知,0,3
U32900,40,藍領,大學,否,否,否,9,nov,1,-1,未知,1,3
U24909,43,老闆,大學,否,否,否,9,nov,1,-1,未知,0,3
U21401,33,科技,大學,否,否,否,9,nov,1,-1,未知,0,3
U9831,35,失業,大學,否,是,否,14,nov,1,-1,未知,1,3
U34078,32,藍領,大學,否,是,否,14,nov,1,-1,未知,1,3
U11802,57,藍領,高中以下,否,否,否,14,nov,1,-1,未知,1,3
U18841,56,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U23014,55,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U8054,54,藍領,高中,否,否,否,17,nov,1,-1,未知,0,3
U31572,33,服務業,大學,否,是,否,17,nov,1,-1,未知,0,3
U37697,56,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U20594,52,管理,高中,否,是,是,17,nov,1,-1,未知,0,3
U19915,45,SOHO,研究所,否,否,否,17,nov,1,-1,未知,0,3
U8393,51,科技,大學,否,是,否,17,nov,1,-1,未知,0,3
U5260,57,管理,大學,否,否,否,17,nov,1,-1,未知,0,3
U31492,57,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U36834,58,退休,大學,否,是,是,17,nov,1,-1,未知,0,3
U1116,55,工程,高中,否,否,否,17,nov,1,-1,未知,0,3
U17820,45,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U38447,48,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U9962,55,退休,大學,否,是,是,17,nov,1,-1,未知,0,3
U8982,47,管理,研究所,否,否,是,17,nov,1,-1,未知,0,3
U30225,48,管理,大學,否,是,否,17,nov,1,-1,未知,0,3
U29463,39,老闆,大學,否,否,否,17,nov,1,-1,未知,0,3
U6398,47,藍領,大學,否,否,否,17,nov,1,119,失敗,0,3
U17064,40,SOHO,研究所,否,是,否,17,nov,1,-1,未知,0,3
U40981,37,管理,研究所,否,是,是,17,nov,1,-1,未知,0,3
U30147,50,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U25286,38,管理,研究所,否,否,否,17,nov,1,104,其他,0,3
U34630,59,老闆,大學,否,否,是,17,nov,1,-1,未知,0,3
U14170,54,科技,大學,否,是,是,17,nov,1,171,失敗,0,3
U27987,32,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U7568,52,管理,研究所,否,是,是,17,nov,1,117,其他,0,3
U5887,43,科技,大學,否,否,否,17,nov,1,-1,未知,0,3
U34358,47,科技,研究所,否,否,否,17,nov,1,-1,未知,0,3
U19051,36,科技,大學,否,是,否,17,nov,1,-1,未知,0,3
U22354,40,管理,大學,否,是,否,17,nov,1,167,失敗,0,3
U32451,58,管理,研究所,否,是,否,14,nov,1,-1,未知,1,3
U45149,35,老闆,大學,否,否,否,14,nov,1,-1,未知,0,3
U20105,30,科技,大學,否,是,否,14,nov,1,-1,未知,1,3
U24580,32,管理,研究所,否,否,否,17,nov,1,-1,未知,0,3
U44136,44,工程,研究所,否,是,否,17,nov,1,195,失敗,0,3
U16019,57,藍領,大學,否,是,否,17,nov,1,-1,未知,0,3
U1752,51,管理,研究所,否,否,否,17,nov,1,165,失敗,0,3
U41115,51,科技,大學,否,是,否,17,nov,1,129,失敗,0,3
U12415,58,科技,大學,否,是,否,17,nov,1,-1,未知,0,3
U15049,44,管理,研究所,否,是,是,17,nov,1,188,失敗,0,3
U10070,54,老闆,大學,否,是,否,17,nov,1,-1,未知,0,3
U44375,57,老闆,大學,否,是,否,17,nov,1,-1,未知,0,3
U20033,53,科技,大學,否,否,否,17,nov,1,-1,未知,0,3
U32050,52,老闆,大學,否,是,否,17,nov,1,-1,未知,0,3
U25386,35,科技,大學,否,是,是,17,nov,1,-1,未知,0,3
U34911,50,工程,大學,否,否,否,17,nov,1,-1,未知,0,3
U23042,37,科技,大學,否,是,是,17,nov,1,-1,未知,0,3
U4442,46,老闆,大學,否,是,是,17,nov,1,-1,未知,0,3
U39880,34,科技,大學,否,是,否,17,nov,1,196,失敗,0,3
U44239,37,SOHO,大學,否,是,否,17,nov,1,-1,未知,0,3
U14932,35,管理,研究所,否,是,否,17,nov,1,-1,未知,0,3
U16177,49,藍領,高中,否,否,否,17,nov,1,-1,未知,0,3
U38835,42,管理,大學,否,否,否,17,nov,1,-1,未知,0,3
U11195,49,管理,研究所,否,否,否,17,nov,1,172,失敗,0,3
